tractcode,state,sta,county,countyname,tract,hhuniv,estimated_number_foreclosures,estimated_number_mortgages,estimated_foreclosure_rate,total_90_day_vacant_residential_addresses,total_residential_addresses,estimated_90_day_vacancy_rate,total_hicost_2004_to_2006_HMDA_loans,total_2004_to_2006_HMDA_loans,estimated_hicost_loan_rate,bls_unemployment_rate,ofheo_price_change
51041100806,51,VA,041,Chesterfield County,100806,"1,356",38,643,5.9%,4,"1,646",0.2%,185,424,43.6%,4.0%,-0.4%
51041100807,51,VA,041,Chesterfield County,100807,539,14,279,5.0%,6,566,1.1%,70,184,38.0%,4.0%,-0.4%
51041100809,51,VA,041,Chesterfield County,100809,"1,996",51,"1,861",2.7%,5,"2,388",0.2%,273,"1,226",22.3%,4.0%,-0.4%
51041100811,51,VA,041,Chesterfield County,100811,"2,460",44,"2,411",1.8%,0,"3,864",0.0%,256,"1,589",16.1%,4.0%,-0.4%
51041100812,51,VA,041,Chesterfield County,100812,"1,651",57,"1,926",3.0%,1,"2,102",0.0%,302,"1,269",23.8%,4.0%,-0.4%
51041100813,51,VA,041,Chesterfield County,100813,"2,217",151,"3,023",5.0%,4,"3,626",0.1%,740,"1,992",37.1%,4.0%,-0.4%
51041100814,51,VA,041,Chesterfield County,100814,"1,267",66,"1,011",6.5%,1,"1,318",0.1%,315,666,47.3%,4.0%,-0.4%
51041100815,51,VA,041,Chesterfield County,100815,"1,297",52,"1,141",4.6%,1,"1,395",0.1%,256,752,34.0%,4.0%,-0.4%
51041100816,51,VA,041,Chesterfield County,100816,"1,497",60,"1,290",4.7%,0,"1,719",0.0%,296,850,34.8%,4.0%,-0.4%
51041100817,51,VA,041,Chesterfield County,100817,"1,122",27,662,4.1%,0,"1,349",0.0%,134,436,30.7%,4.0%,-0.4%
51041100902,51,VA,041,Chesterfield County,100902,"1,565",12,853,1.4%,9,"1,600",0.6%,75,562,13.3%,4.0%,-0.4%
51041100907,51,VA,041,Chesterfield County,100907,900,12,464,2.6%,4,"1,001",0.4%,64,306,20.9%,4.0%,-0.4%
51041100910,51,VA,041,Chesterfield County,100910,"1,899",57,"1,777",3.2%,12,"2,218",0.5%,296,"1,171",25.3%,4.0%,-0.4%
51041100912,51,VA,041,Chesterfield County,100912,"2,189",49,"2,457",2.0%,0,"2,919",0.0%,281,"1,619",17.4%,4.0%,-0.4%
51041100913,51,VA,041,Chesterfield County,100913,"2,739",109,"2,475",4.4%,0,"3,660",0.0%,544,"1,631",33.4%,4.0%,-0.4%
51041100915,51,VA,041,Chesterfield County,100915,"1,648",22,"1,061",2.1%,0,"1,615",0.0%,125,699,17.9%,4.0%,-0.4%
51041100919,51,VA,041,Chesterfield County,100919,"2,267",74,"1,930",3.8%,2,"2,489",0.1%,376,"1,272",29.6%,4.0%,-0.4%
51041100920,51,VA,041,Chesterfield County,100920,414,3,112,2.7%,6,749,0.8%,15,74,20.3%,4.0%,-0.4%
51041100921,51,VA,041,Chesterfield County,100921,"2,270",36,"1,439",2.5%,15,"2,402",0.6%,196,948,20.7%,4.0%,-0.4%
51041100922,51,VA,041,Chesterfield County,100922,"2,024",51,"1,326",3.8%,5,"2,133",0.2%,260,874,29.7%,4.0%,-0.4%
51041100923,51,VA,041,Chesterfield County,100923,836,32,719,4.5%,6,964,0.6%,158,474,33.3%,4.0%,-0.4%
51041100924,51,VA,041,Chesterfield County,100924,908,2,873,0.2%,0,"1,525",0.0%,33,575,5.7%,4.0%,-0.4%
51041100925,51,VA,041,Chesterfield County,100925,"2,293",5,"1,985",0.3%,0,"2,910",0.0%,74,"1,308",5.7%,4.0%,-0.4%
51041100926,51,VA,041,Chesterfield County,100926,"1,543",1,"1,125",0.1%,0,"2,312",0.0%,36,741,4.9%,4.0%,-0.4%
51041100927,51,VA,041,Chesterfield County,100927,"1,815",27,"1,725",1.6%,0,"2,635",0.0%,163,"1,137",14.3%,4.0%,-0.4%
51041100928,51,VA,041,Chesterfield County,100928,392,6,983,0.6%,0,"1,859",0.0%,51,648,7.9%,4.0%,-0.4%
51041100929,51,VA,041,Chesterfield County,100929,"1,389",23,"2,038",1.1%,0,"2,366",0.0%,154,"1,343",11.5%,4.0%,-0.4%
51041100930,51,VA,041,Chesterfield County,100930,"1,110",15,"1,112",1.3%,0,"1,176",0.0%,96,733,13.1%,4.0%,-0.4%
51041100931,51,VA,041,Chesterfield County,100931,"1,825",17,"1,298",1.3%,1,"2,032",0.0%,108,855,12.6%,4.0%,-0.4%
51041100932,51,VA,041,Chesterfield County,100932,910,17,"1,132",1.5%,1,"1,264",0.1%,103,746,13.8%,4.0%,-0.4%
51041101003,51,VA,041,Chesterfield County,101003,720,13,"1,102",1.2%,0,"1,395",0.0%,85,726,11.7%,4.0%,-0.4%
51041101004,51,VA,041,Chesterfield County,101004,"1,193",16,"1,247",1.3%,0,"1,631",0.0%,102,822,12.4%,4.0%,-0.4%
51041101005,51,VA,041,Chesterfield County,101005,"2,080",79,"3,870",2.0%,0,"4,098",0.0%,449,"2,550",17.6%,4.0%,-0.4%
51041101006,51,VA,041,Chesterfield County,101006,"3,050",101,"3,899",2.6%,0,"4,119",0.0%,545,"2,569",21.2%,4.0%,-0.4%
51041101007,51,VA,041,Chesterfield County,101007,"2,240",29,"1,877",1.5%,0,"2,447",0.0%,177,"1,237",14.3%,4.0%,-0.4%
51041101008,51,VA,041,Chesterfield County,101008,"1,211",8,824,1.0%,0,"1,299",0.0%,56,543,10.3%,4.0%,-0.4%
51043010100,51,VA,043,Clarke County,010100,"2,734",60,"2,138",2.8%,38,"3,167",1.2%,228,"1,409",16.2%,3.6%,-9.1%
51043010200,51,VA,043,Clarke County,010200,"1,182",14,562,2.5%,0,909,0.0%,53,370,14.3%,3.6%,-9.1%
51043010300,51,VA,043,Clarke County,010300,"1,034",21,933,2.3%,7,"1,203",0.6%,75,615,12.2%,3.6%,-9.1%
51045050100,51,VA,045,Craig County,050100,"2,063",46,700,6.6%,2,"1,503",0.1%,217,461,47.1%,4.4%,0.0%
51047990100,51,VA,047,Culpeper County,990100,"3,483",99,"3,788",2.6%,8,"4,436",0.2%,469,"2,496",18.8%,5.1%,0.0%
51047990200,51,VA,047,Culpeper County,990200,"2,877",186,"4,547",4.1%,69,"4,942",1.4%,858,"2,996",28.6%,5.1%,0.0%
51047990300,51,VA,047,Culpeper County,990300,"1,650",83,"1,636",5.1%,130,"2,162",6.0%,378,"1,078",35.1%,5.1%,0.0%
51047990400,51,VA,047,Culpeper County,990400,"1,400",50,"1,383",3.6%,33,"1,592",2.1%,234,911,25.7%,5.1%,0.0%
51047990500,51,VA,047,Culpeper County,990500,"2,741",98,"2,509",3.9%,29,"3,620",0.8%,455,"1,653",27.5%,5.1%,0.0%
51049990100,51,VA,049,Cumberland County,990100,"2,174",45,911,4.9%,1,"5,020",0.0%,202,600,33.7%,5.3%,-0.4%
51049990200,51,VA,049,Cumberland County,990200,"1,338",34,660,5.2%,0,"1,589",0.0%,152,435,34.9%,5.3%,-0.4%
51051990100,51,VA,051,Dickenson County,990100,"1,767",12,193,6.2%,0,"1,831",0.0%,52,127,40.9%,6.3%,0.0%
51051990200,51,VA,051,Dickenson County,990200,"1,256",18,334,5.4%,2,162,1.2%,75,220,34.1%,6.3%,0.0%
51051990300,51,VA,051,Dickenson County,990300,"2,384",9,146,6.2%,19,"2,001",0.9%,36,96,37.5%,6.3%,0.0%
51051990400,51,VA,051,Dickenson County,990400,"1,335",11,138,8.0%,4,866,0.5%,48,91,52.7%,6.3%,0.0%
51053840100,51,VA,053,Dinwiddie County,840100,"1,934",29,618,4.7%,0,"2,127",0.0%,137,407,33.7%,4.7%,-0.4%
51053840200,51,VA,053,Dinwiddie County,840200,"1,495",31,756,4.1%,0,"1,629",0.0%,144,498,28.9%,4.7%,-0.4%
51053840300,51,VA,053,Dinwiddie County,840300,"2,006",93,"1,414",6.6%,0,"2,608",0.0%,425,932,45.6%,4.7%,-0.4%
51053840400,51,VA,053,Dinwiddie County,840400,129,5,64,7.8%,0,146,0.0%,22,42,52.4%,4.7%,-0.4%
51053840500,51,VA,053,Dinwiddie County,840500,"1,185",17,341,5.0%,0,"1,289",0.0%,81,225,36.0%,4.7%,-0.4%
51053840600,51,VA,053,Dinwiddie County,840600,"2,356",44,968,4.5%,0,"2,463",0.0%,206,638,32.3%,4.7%,-0.4%
51057950600,51,VA,057,Essex County,950600,"1,359",19,452,4.2%,0,"1,172",0.0%,88,298,29.5%,5.2%,0.0%
51057950700,51,VA,057,Essex County,950700,"1,443",16,417,3.8%,0,760,0.0%,75,275,27.3%,5.2%,0.0%
51057950800,51,VA,057,Essex County,950800,"1,179",12,358,3.4%,0,"1,008",0.0%,56,236,23.7%,5.2%,0.0%
51059415100,51,VA,059,Fairfax County,415100,"1,264",31,"1,121",2.8%,50,"1,308",3.8%,128,739,17.3%,3.1%,-9.1%
51059415200,51,VA,059,Fairfax County,415200,"1,855",16,"1,279",1.3%,26,"1,931",1.3%,59,843,7.0%,3.1%,-9.1%
51059415300,51,VA,059,Fairfax County,415300,"1,427",48,"1,364",3.5%,44,"1,479",3.0%,199,899,22.1%,3.1%,-9.1%
51059415400,51,VA,059,Fairfax County,415400,"3,100",26,"1,284",2.0%,36,"3,276",1.1%,106,846,12.5%,3.1%,-9.1%
51059415500,51,VA,059,Fairfax County,415500,"2,203",23,"1,319",1.7%,34,"2,239",1.5%,90,869,10.4%,3.1%,-9.1%
51059415600,51,VA,059,Fairfax County,415600,"1,113",6,602,1.0%,18,"1,048",1.7%,23,397,5.8%,3.1%,-9.1%
51059415700,51,VA,059,Fairfax County,415700,"1,275",6,806,0.7%,20,"1,372",1.5%,19,531,3.6%,3.1%,-9.1%
51059415800,51,VA,059,Fairfax County,415800,"1,660",13,"1,096",1.2%,24,"1,708",1.4%,48,722,6.6%,3.1%,-9.1%
51059415900,51,VA,059,Fairfax County,415900,"1,144",15,862,1.7%,14,"1,201",1.2%,57,568,10.0%,3.1%,-9.1%
51059416000,51,VA,059,Fairfax County,416000,"1,592",32,"1,393",2.3%,10,"1,889",0.5%,131,918,14.3%,3.1%,-9.1%
51059416100,51,VA,059,Fairfax County,416100,"1,371",9,847,1.1%,9,"1,429",0.6%,34,558,6.1%,3.1%,-9.1%
51059416200,51,VA,059,Fairfax County,416200,"1,063",2,267,0.7%,1,"1,232",0.1%,8,176,4.5%,3.1%,-9.1%
51059416300,51,VA,059,Fairfax County,416300,723,16,803,2.0%,0,770,0.0%,63,529,11.9%,3.1%,-9.1%
51059420100,51,VA,059,Fairfax County,420100,"1,068",50,"1,203",4.2%,19,"1,166",1.6%,209,793,26.4%,3.1%,-9.1%
51059420200,51,VA,059,Fairfax County,420200,"2,854",57,"2,756",2.1%,126,"3,321",3.8%,229,"1,816",12.6%,3.1%,-9.1%
51059420300,51,VA,059,Fairfax County,420300,"1,891",54,"2,096",2.6%,32,"2,130",1.5%,220,"1,381",15.9%,3.1%,-9.1%
51059420400,51,VA,059,Fairfax County,420400,"1,475",13,408,3.2%,24,"1,740",1.4%,53,269,19.7%,3.1%,-9.1%
51059420500,51,VA,059,Fairfax County,420500,"3,161",47,"1,589",3.0%,89,"3,251",2.7%,193,"1,047",18.4%,3.1%,-9.1%
51059420600,51,VA,059,Fairfax County,420600,"1,657",25,"1,153",2.2%,16,"1,688",0.9%,100,760,13.2%,3.1%,-9.1%
51059420700,51,VA,059,Fairfax County,420700,"1,316",33,"1,175",2.8%,20,"1,431",1.4%,134,774,17.3%,3.1%,-9.1%
51059420800,51,VA,059,Fairfax County,420800,"1,150",44,"1,285",3.4%,27,"1,181",2.3%,185,847,21.8%,3.1%,-9.1%
51059421000,51,VA,059,Fairfax County,421000,"2,515",53,"1,950",2.7%,30,"2,960",1.0%,219,"1,285",17.0%,3.1%,-9.1%
51059421100,51,VA,059,Fairfax County,421100,"4,854",102,"5,714",1.8%,35,"5,592",0.6%,402,"3,765",10.7%,3.1%,-9.1%
51059421200,51,VA,059,Fairfax County,421200,707,6,425,1.4%,5,688,0.7%,23,280,8.2%,3.1%,-9.1%
51059421300,51,VA,059,Fairfax County,421300,"1,456",34,"1,436",2.4%,11,"1,456",0.8%,137,946,14.5%,3.1%,-9.1%
51059421400,51,VA,059,Fairfax County,421400,"2,367",27,601,4.5%,43,"2,434",1.8%,112,396,28.3%,3.1%,-9.1%
51059421500,51,VA,059,Fairfax County,421500,"1,987",59,"1,747",3.4%,42,"2,541",1.7%,243,"1,151",21.1%,3.1%,-9.1%
51059421600,51,VA,059,Fairfax County,421600,"1,881",136,"2,150",6.3%,17,"2,015",0.8%,579,"1,417",40.9%,3.1%,-9.1%
51059421700,51,VA,059,Fairfax County,421700,"2,589",145,"2,902",5.0%,19,"2,658",0.7%,615,"1,912",32.2%,3.1%,-9.1%
51059421800,51,VA,059,Fairfax County,421800,"2,012",112,"2,387",4.7%,11,"2,360",0.5%,473,"1,573",30.1%,3.1%,-9.1%
51059421900,51,VA,059,Fairfax County,421900,811,1,55,1.8%,0,845,0.0%,3,36,8.3%,3.1%,-9.1%
51059422000,51,VA,059,Fairfax County,422000,"1,102",47,"1,143",4.1%,6,"1,383",0.4%,198,753,26.3%,3.1%,-9.1%
51059422100,51,VA,059,Fairfax County,422100,"3,656",260,"8,699",3.0%,1,"6,251",0.0%,"1,072","5,732",18.7%,3.1%,-9.1%
51059422200,51,VA,059,Fairfax County,422200,6,11,625,1.8%,0,830,0.0%,44,412,10.7%,3.1%,-9.1%
51059422300,51,VA,059,Fairfax County,422300,"3,355",66,"3,390",1.9%,36,"3,772",1.0%,264,"2,234",11.8%,3.1%,-9.1%
51059422400,51,VA,059,Fairfax County,422400,"4,026",67,"3,589",1.9%,77,"4,270",1.8%,267,"2,365",11.3%,3.1%,-9.1%
51059430100,51,VA,059,Fairfax County,430100,"2,528",37,"2,093",1.8%,14,"2,570",0.5%,147,"1,379",10.7%,3.1%,-9.1%
51059430200,51,VA,059,Fairfax County,430200,"3,843",72,"3,252",2.2%,14,"3,958",0.4%,291,"2,143",13.6%,3.1%,-9.1%
51059430400,51,VA,059,Fairfax County,430400,"2,256",50,"1,868",2.7%,14,"2,281",0.6%,206,"1,231",16.7%,3.1%,-9.1%
51059430500,51,VA,059,Fairfax County,430500,569,10,480,2.1%,1,571,0.2%,42,316,13.3%,3.1%,-9.1%
51059430600,51,VA,059,Fairfax County,430600,"1,773",86,"1,824",4.7%,23,"1,786",1.3%,361,"1,202",30.0%,3.1%,-9.1%
51059430700,51,VA,059,Fairfax County,430700,941,43,947,4.5%,30,928,3.2%,183,624,29.3%,3.1%,-9.1%
51059430800,51,VA,059,Fairfax County,430800,"3,296",69,"2,753",2.5%,27,"3,321",0.8%,283,"1,814",15.6%,3.1%,-9.1%
51059430900,51,VA,059,Fairfax County,430900,"2,319",67,"2,310",2.9%,12,"2,497",0.5%,277,"1,522",18.2%,3.1%,-9.1%
51059431000,51,VA,059,Fairfax County,431000,"2,315",76,"2,455",3.1%,11,"2,324",0.5%,312,"1,618",19.3%,3.1%,-9.1%
51059431300,51,VA,059,Fairfax County,431300,"1,410",25,"1,117",2.2%,11,"1,400",0.8%,100,736,13.6%,3.1%,-9.1%
51059431400,51,VA,059,Fairfax County,431400,"1,451",33,"1,375",2.4%,5,"1,561",0.3%,134,906,14.8%,3.1%,-9.1%
51059431500,51,VA,059,Fairfax County,431500,"1,852",23,"1,636",1.4%,8,"1,928",0.4%,90,"1,078",8.3%,3.1%,-9.1%
51059431600,51,VA,059,Fairfax County,431600,"2,032",58,"1,718",3.4%,32,"3,419",0.9%,243,"1,132",21.5%,3.1%,-9.1%
51059431800,51,VA,059,Fairfax County,431800,"2,403",73,"2,298",3.2%,12,"2,472",0.5%,303,"1,514",20.0%,3.1%,-9.1%
51059431900,51,VA,059,Fairfax County,431900,"1,099",12,797,1.5%,2,"1,091",0.2%,47,525,9.0%,3.1%,-9.1%
51059432000,51,VA,059,Fairfax County,432000,"1,102",22,983,2.2%,6,"1,117",0.5%,90,648,13.9%,3.1%,-9.1%
51059432100,51,VA,059,Fairfax County,432100,"1,426",22,"1,129",1.9%,5,"1,445",0.3%,87,744,11.7%,3.1%,-9.1%
51059432200,51,VA,059,Fairfax County,432200,"2,553",54,"2,216",2.4%,6,"2,665",0.2%,219,"1,460",15.0%,3.1%,-9.1%
51059432300,51,VA,059,Fairfax County,432300,"1,634",27,"1,357",2.0%,3,"1,732",0.2%,108,894,12.1%,3.1%,-9.1%
51059432400,51,VA,059,Fairfax County,432400,"2,828",32,"2,166",1.5%,6,"2,835",0.2%,125,"1,427",8.8%,3.1%,-9.1%
51059432500,51,VA,059,Fairfax County,432500,"1,881",18,"1,495",1.2%,2,"1,885",0.1%,67,985,6.8%,3.1%,-9.1%
51059432600,51,VA,059,Fairfax County,432600,"1,525",24,"1,367",1.8%,8,"1,543",0.5%,96,901,10.7%,3.1%,-9.1%
51059432700,51,VA,059,Fairfax County,432700,"2,586",84,"2,682",3.1%,5,"2,657",0.2%,346,"1,767",19.6%,3.1%,-9.1%
51059432800,51,VA,059,Fairfax County,432800,707,21,801,2.6%,0,761,0.0%,84,528,15.9%,3.1%,-9.1%
51059440100,51,VA,059,Fairfax County,440100,"2,629",13,"1,244",1.0%,21,"2,830",0.7%,45,820,5.5%,3.1%,-9.1%
51059440200,51,VA,059,Fairfax County,440200,"2,559",58,"1,949",3.0%,34,"2,951",1.2%,240,"1,284",18.7%,3.1%,-9.1%
51059440300,51,VA,059,Fairfax County,440300,931,9,587,1.5%,6,947,0.6%,34,387,8.8%,3.1%,-9.1%
51059440500,51,VA,059,Fairfax County,440500,"2,216",22,"1,357",1.6%,10,"2,220",0.5%,86,894,9.6%,3.1%,-9.1%
51059440600,51,VA,059,Fairfax County,440600,865,23,967,2.4%,7,922,0.8%,92,637,14.4%,3.1%,-9.1%
51059440700,51,VA,059,Fairfax County,440700,"2,798",26,"1,609",1.6%,16,"2,785",0.6%,100,"1,060",9.4%,3.1%,-9.1%
51059440800,51,VA,059,Fairfax County,440800,"1,995",19,"1,146",1.7%,26,"2,060",1.3%,75,755,9.9%,3.1%,-9.1%
51059450100,51,VA,059,Fairfax County,450100,"2,206",47,"1,675",2.8%,13,"2,254",0.6%,191,"1,104",17.3%,3.1%,-9.1%
51059450200,51,VA,059,Fairfax County,450200,"1,308",26,772,3.4%,10,"1,332",0.8%,107,509,21.0%,3.1%,-9.1%
51059450300,51,VA,059,Fairfax County,450300,"1,632",46,"1,349",3.4%,8,"1,706",0.5%,189,889,21.3%,3.1%,-9.1%
51059450400,51,VA,059,Fairfax County,450400,912,17,751,2.3%,11,978,1.1%,69,495,13.9%,3.1%,-9.1%
51059450500,51,VA,059,Fairfax County,450500,886,32,962,3.3%,3,881,0.3%,132,634,20.8%,3.1%,-9.1%
51059450600,51,VA,059,Fairfax County,450600,"3,154",59,"2,217",2.7%,19,"3,211",0.6%,243,"1,461",16.6%,3.1%,-9.1%
51059450700,51,VA,059,Fairfax County,450700,"2,392",30,"1,206",2.5%,29,"2,453",1.2%,122,795,15.3%,3.1%,-9.1%
51059450800,51,VA,059,Fairfax County,450800,"1,144",28,930,3.0%,23,"1,202",1.9%,114,613,18.6%,3.1%,-9.1%
51059450900,51,VA,059,Fairfax County,450900,602,17,467,3.6%,7,594,1.2%,71,308,23.1%,3.1%,-9.1%
51059451000,51,VA,059,Fairfax County,451000,858,19,669,2.8%,18,898,2.0%,79,441,17.9%,3.1%,-9.1%
51059451100,51,VA,059,Fairfax County,451100,825,16,612,2.6%,6,831,0.7%,66,403,16.4%,3.1%,-9.1%
51059451200,51,VA,059,Fairfax County,451200,603,3,354,0.8%,4,664,0.6%,12,233,5.2%,3.1%,-9.1%
51059451300,51,VA,059,Fairfax County,451300,885,13,651,2.0%,6,869,0.7%,52,429,12.1%,3.1%,-9.1%
51059451400,51,VA,059,Fairfax County,451400,"1,121",10,285,3.5%,1,"1,372",0.1%,42,188,22.3%,3.1%,-9.1%
51059451500,51,VA,059,Fairfax County,451500,"3,794",59,"1,856",3.2%,99,"3,702",2.7%,244,"1,223",20.0%,3.1%,-9.1%
51059451600,51,VA,059,Fairfax County,451600,"2,678",42,"1,027",4.1%,15,"2,725",0.6%,176,677,26.0%,3.1%,-9.1%
51059451800,51,VA,059,Fairfax County,451800,"1,083",31,938,3.3%,7,"1,108",0.6%,129,618,20.9%,3.1%,-9.1%
51059451900,51,VA,059,Fairfax County,451900,"2,142",31,"1,266",2.4%,20,"2,385",0.8%,128,834,15.3%,3.1%,-9.1%
51059452000,51,VA,059,Fairfax County,452000,"1,078",21,639,3.3%,9,"1,140",0.8%,86,421,20.4%,3.1%,-9.1%
51059452100,51,VA,059,Fairfax County,452100,"2,570",66,"2,053",3.2%,23,"2,639",0.9%,273,"1,353",20.2%,3.1%,-9.1%
51059452200,51,VA,059,Fairfax County,452200,"2,128",50,"1,383",3.6%,31,"2,148",1.4%,208,911,22.8%,3.1%,-9.1%
51059452300,51,VA,059,Fairfax County,452300,"3,106",88,"2,138",4.1%,76,"3,192",2.4%,370,"1,409",26.3%,3.1%,-9.1%
51059452400,51,VA,059,Fairfax County,452400,"2,321",53,"1,674",3.2%,37,"2,393",1.5%,221,"1,103",20.0%,3.1%,-9.1%
51059452500,51,VA,059,Fairfax County,452500,"2,880",50,"1,686",3.0%,17,"3,192",0.5%,208,"1,111",18.7%,3.1%,-9.1%
51059452600,51,VA,059,Fairfax County,452600,"1,711",46,"1,624",2.8%,19,"2,223",0.9%,189,"1,070",17.7%,3.1%,-9.1%
51059452700,51,VA,059,Fairfax County,452700,"1,717",35,"1,131",3.1%,12,"1,934",0.6%,146,745,19.6%,3.1%,-9.1%
51059452800,51,VA,059,Fairfax County,452800,"3,848",58,"2,307",2.5%,98,"6,654",1.5%,238,"1,520",15.7%,3.1%,-9.1%
51059460100,51,VA,059,Fairfax County,460100,"1,238",8,941,0.9%,0,"1,412",0.0%,27,620,4.4%,3.1%,-9.1%
51059460200,51,VA,059,Fairfax County,460200,"1,316",9,813,1.1%,0,"1,322",0.0%,32,536,6.0%,3.1%,-9.1%
51059460300,51,VA,059,Fairfax County,460300,940,3,475,0.6%,1,945,0.1%,10,313,3.2%,3.1%,-9.1%
51059460400,51,VA,059,Fairfax County,460400,"1,840",7,"1,074",0.7%,4,"1,999",0.2%,23,708,3.2%,3.1%,-9.1%
51059460500,51,VA,059,Fairfax County,460500,"2,695",29,"2,295",1.3%,4,"3,096",0.1%,108,"1,512",7.1%,3.1%,-9.1%
51059460600,51,VA,059,Fairfax County,460600,"1,435",8,713,1.1%,6,"1,440",0.4%,30,470,6.4%,3.1%,-9.1%
51059460700,51,VA,059,Fairfax County,460700,"2,525",31,"1,902",1.6%,28,"2,603",1.1%,123,"1,253",9.8%,3.1%,-9.1%
51059460800,51,VA,059,Fairfax County,460800,"1,115",11,777,1.4%,7,"1,131",0.6%,43,512,8.4%,3.1%,-9.1%
51059460900,51,VA,059,Fairfax County,460900,811,5,464,1.1%,4,884,0.5%,17,306,5.6%,3.1%,-9.1%
51059461000,51,VA,059,Fairfax County,461000,890,7,565,1.2%,8,878,0.9%,25,372,6.7%,3.1%,-9.1%
51059461100,51,VA,059,Fairfax County,461100,"2,396",18,"1,496",1.2%,2,"2,497",0.1%,68,986,6.9%,3.1%,-9.1%
51059461200,51,VA,059,Fairfax County,461200,"2,160",28,"2,733",1.0%,10,"3,395",0.3%,101,"1,801",5.6%,3.1%,-9.1%
51059461500,51,VA,059,Fairfax County,461500,"1,917",16,"1,973",0.8%,1,"2,450",0.0%,55,"1,300",4.2%,3.1%,-9.1%
51059461600,51,VA,059,Fairfax County,461600,"2,715",42,"2,958",1.4%,15,"4,303",0.3%,161,"1,949",8.3%,3.1%,-9.1%
51059461700,51,VA,059,Fairfax County,461700,"2,211",26,"1,467",1.8%,7,"2,442",0.3%,102,967,10.5%,3.1%,-9.1%
51059461800,51,VA,059,Fairfax County,461800,"2,572",34,"1,912",1.8%,6,"2,613",0.2%,135,"1,260",10.7%,3.1%,-9.1%
51059461900,51,VA,059,Fairfax County,461900,"1,886",15,592,2.5%,23,"1,880",1.2%,59,390,15.1%,3.1%,-9.1%
51059470100,51,VA,059,Fairfax County,470100,943,2,524,0.4%,14,974,1.4%,6,345,1.7%,3.1%,-9.1%
51059470200,51,VA,059,Fairfax County,470200,0,#NULL!,#NULL!,"-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%",0,0,"-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%",0,#NULL!,0.0%,"-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%","-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%"
51059470300,51,VA,059,Fairfax County,470300,"1,123",2,587,0.3%,7,"1,155",0.6%,5,387,1.3%,3.1%,-9.1%
51059470400,51,VA,059,Fairfax County,470400,"1,694",7,950,0.7%,21,"1,743",1.2%,22,626,3.5%,3.1%,-9.1%
51059470500,51,VA,059,Fairfax County,470500,"2,053",10,"1,120",0.9%,48,"2,243",2.1%,37,738,5.0%,3.1%,-9.1%
51059470600,51,VA,059,Fairfax County,470600,936,5,571,0.9%,17,"1,158",1.5%,16,376,4.3%,3.1%,-9.1%
51059470700,51,VA,059,Fairfax County,470700,"1,811",12,"1,085",1.1%,33,"1,925",1.7%,43,715,6.0%,3.1%,-9.1%
51059470800,51,VA,059,Fairfax County,470800,"1,007",5,577,0.9%,12,"1,119",1.1%,18,380,4.7%,3.1%,-9.1%
51059470900,51,VA,059,Fairfax County,470900,"2,424",11,"1,395",0.8%,34,"2,550",1.3%,39,919,4.2%,3.1%,-9.1%
51059471000,51,VA,059,Fairfax County,471000,864,5,540,0.9%,11,905,1.2%,18,356,5.1%,3.1%,-9.1%
51059471100,51,VA,059,Fairfax County,471100,"2,389",31,"1,512",2.1%,38,"2,451",1.6%,123,996,12.3%,3.1%,-9.1%
51059471200,51,VA,059,Fairfax County,471200,"3,273",28,"1,859",1.5%,25,"3,799",0.7%,108,"1,225",8.8%,3.1%,-9.1%
51059471300,51,VA,059,Fairfax County,471300,"3,781",20,"1,669",1.2%,75,"4,080",1.8%,76,"1,100",6.9%,3.1%,-9.1%
51059471400,51,VA,059,Fairfax County,471400,"2,550",50,"1,791",2.8%,16,"2,628",0.6%,206,"1,180",17.5%,3.1%,-9.1%
